Question,Structure,Réponses,Occurrences,Nombre de réponses,Effectifs par structure,Pourcentage,Edition
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Autre,"SQ006. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Gestion de l’espace public",8,31,31,26,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Autre,"SQ007. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Sécurité",2,31,31,6,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Autre,"SQ008. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Patrimoine",13,31,31,42,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Autre,"SQ009. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Déchets",7,31,31,23,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Autre,"SQ010. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Energie et éclairage",14,31,31,45,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Autre,"SQ011. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Tourisme",7,31,31,23,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Autre,"SQ012. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Citoyenneté",5,31,31,16,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Autre,"SQ013. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Environnement",19,31,31,61,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Autre,Sans réponse,0,31,31,0,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 10 000 et 100 000 habitants,"SQ002. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Aménagement du territoire",12,35,35,34,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 10 000 et 100 000 habitants,"SQ003. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Mobilité",17,35,35,49,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 10 000 et 100 000 habitants,"SQ004. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Administration",20,35,35,57,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 10 000 et 100 000 habitants,"SQ005. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Développement économique",8,35,35,23,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 10 000 et 100 000 habitants,"SQ006. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Gestion de l’espace public",17,35,35,49,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 10 000 et 100 000 habitants,"SQ007. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Sécurité",16,35,35,46,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 10 000 et 100 000 habitants,"SQ008. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Patrimoine",15,35,35,43,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 10 000 et 100 000 habitants,"SQ009. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Déchets",8,35,35,23,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 10 000 et 100 000 habitants,"SQ010. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Energie et éclairage",14,35,35,40,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 10 000 et 100 000 habitants,"SQ011. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Tourisme",8,35,35,23,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 10 000 et 100 000 habitants,"SQ012. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Citoyenneté",20,35,35,57,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 10 000 et 100 000 habitants,"SQ013. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Environnement",17,35,35,49,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 10 000 et 100 000 habitants,Sans réponse,0,35,35,0,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 3 500 et 10 000 habitants,"SQ002. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Aménagement du territoire",11,17,17,65,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 3 500 et 10 000 habitants,"SQ003. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Mobilité",10,17,17,59,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 3 500 et 10 000 habitants,"SQ004. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Administration",12,17,17,71,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 3 500 et 10 000 habitants,"SQ005. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Développement économique",6,17,17,35,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 3 500 et 10 000 habitants,"SQ006. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Gestion de l’espace public",10,17,17,59,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 3 500 et 10 000 habitants,"SQ007. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Sécurité",9,17,17,53,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 3 500 et 10 000 habitants,"SQ008. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Patrimoine",8,17,17,47,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 3 500 et 10 000 habitants,"SQ009. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Déchets",8,17,17,47,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 3 500 et 10 000 habitants,"SQ010. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Energie et éclairage",11,17,17,65,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 3 500 et 10 000 habitants,"SQ011. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Tourisme",6,17,17,35,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 3 500 et 10 000 habitants,"SQ012. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Citoyenneté",11,17,17,65,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 3 500 et 10 000 habitants,"SQ013. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Environnement",10,17,17,59,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Entre 3 500 et 10 000 habitants,Sans réponse,0,17,17,0,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Moins de 3 500 habitants,"SQ002. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Aménagement du territoire",27,81,81,33,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Moins de 3 500 habitants,"SQ003. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Mobilité",24,81,81,30,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Moins de 3 500 habitants,"SQ004. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Administration",50,81,81,62,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Moins de 3 500 habitants,"SQ005. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Développement économique",14,81,81,17,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Moins de 3 500 habitants,"SQ006. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Gestion de l’espace public",25,81,81,31,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Moins de 3 500 habitants,"SQ007. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Sécurité",26,81,81,32,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Moins de 3 500 habitants,"SQ008. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Patrimoine",23,81,81,28,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Moins de 3 500 habitants,"SQ009. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Déchets",26,81,81,32,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Moins de 3 500 habitants,"SQ010. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Energie et éclairage",30,81,81,37,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Moins de 3 500 habitants,"SQ011. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Tourisme",21,81,81,26,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Moins de 3 500 habitants,"SQ012. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Citoyenneté",35,81,81,43,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Moins de 3 500 habitants,"SQ013. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Environnement",24,81,81,30,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Moins de 3 500 habitants,Sans réponse,0,81,81,0,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Plus de 100 000 habitants,"SQ002. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Aménagement du territoire",3,7,7,43,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Plus de 100 000 habitants,"SQ003. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Mobilité",6,7,7,86,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Plus de 100 000 habitants,"SQ004. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Administration",5,7,7,71,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Plus de 100 000 habitants,"SQ005. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Développement économique",3,7,7,43,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Plus de 100 000 habitants,"SQ006. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Gestion de l’espace public",6,7,7,86,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Plus de 100 000 habitants,"SQ007. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Sécurité",5,7,7,71,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Plus de 100 000 habitants,"SQ008. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Patrimoine",5,7,7,71,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Plus de 100 000 habitants,"SQ009. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Déchets",2,7,7,29,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Plus de 100 000 habitants,"SQ010. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Energie et éclairage",7,7,7,100,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Plus de 100 000 habitants,"SQ011. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Tourisme",3,7,7,43,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Plus de 100 000 habitants,"SQ012. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Citoyenneté",4,7,7,57,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Plus de 100 000 habitants,"SQ013. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Environnement",5,7,7,71,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Plus de 100 000 habitants,Sans réponse,0,7,7,0,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total,"SQ002. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Aménagement du territoire",176,297,297,59,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total,"SQ003. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Mobilité",179,297,297,60,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total,"SQ004. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Administration",193,297,297,65,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total,"SQ005. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Développement économique",127,297,297,43,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total,"SQ006. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Gestion de l’espace public",141,297,297,47,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total,"SQ007. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Sécurité",109,297,297,37,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total,"SQ008. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Patrimoine",146,297,297,49,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total,"SQ009. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Déchets",133,297,297,45,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total,"SQ010. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Energie et éclairage",154,297,297,52,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total,"SQ011. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Tourisme",118,297,297,40,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total,"SQ012. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Citoyenneté",141,297,297,47,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total,"SQ013. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Environnement",177,297,297,60,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total,Sans réponse,0,297,297,0,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total hors communes < 3500 habitants,"SQ002. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Aménagement du territoire",149,216,216,69,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total hors communes < 3500 habitants,"SQ003. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Mobilité",155,216,216,72,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total hors communes < 3500 habitants,"SQ004. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Administration",143,216,216,66,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total hors communes < 3500 habitants,"SQ005. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Développement économique",113,216,216,52,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total hors communes < 3500 habitants,"SQ006. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Gestion de l’espace public",116,216,216,54,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total hors communes < 3500 habitants,"SQ007. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Sécurité",83,216,216,38,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total hors communes < 3500 habitants,"SQ008. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Patrimoine",123,216,216,57,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total hors communes < 3500 habitants,"SQ009. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Déchets",107,216,216,50,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total hors communes < 3500 habitants,"SQ010. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Energie et éclairage",124,216,216,57,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total hors communes < 3500 habitants,"SQ011. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Tourisme",97,216,216,45,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total hors communes < 3500 habitants,"SQ012. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Citoyenneté",106,216,216,49,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total hors communes < 3500 habitants,"SQ013. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  [Environnement",153,216,216,71,2022
"Objectifs1SQ002]. Au sein de votre collectivité, avez-vous identifié parmi les domaines suivants de nouveaux usages de la donnée qui pourraient être utiles ?  ",Total hors communes < 3500 habitants,Sans réponse,0,216,216,0,2022
